GeogLevel,Code,Areaname,LAcode,LAname,obese4_5,obese10_11,weight4_5,weight10_11,TWI,NWI,NIBHC,NIAHC
MSOA,E02000203,Croydon 010,E09000008,Croydon,0.122 ,0.279 ,0.271 ,0.387 ,690,570,530,430
MSOA,E02000204,Croydon 011,E09000008,Croydon,0.131 ,0.272 ,0.256 ,0.462 ,880,660,590,500
MSOA,E02000206,Croydon 013,E09000008,Croydon,0.128 ,0.262 ,0.262 ,0.422 ,690,560,550,440
MSOA,E02000207,Croydon 014,E09000008,Croydon,0.143 ,0.270 ,0.298 ,0.387 ,810,620,590,490
MSOA,E02000208,Croydon 015,E09000008,Croydon,0.141 ,0.235 ,0.271 ,0.429 ,640,550,500,390
MSOA,E02000209,Croydon 016,E09000008,Croydon,0.114 ,0.226 ,0.217 ,0.421 ,770,560,540,460
MSOA,E02000210,Croydon 017,E09000008,Croydon,0.080 ,0.227 ,0.211 ,0.419 ,990,700,670,590
MSOA,E02000211,Croydon 018,E09000008,Croydon,0.075 ,0.149 ,0.229 ,0.299 ,1010,720,670,640
MSOA,E02000212,Croydon 019,E09000008,Croydon,0.103 ,0.278 ,0.207 ,0.459 ,780,590,530,420
MSOA,E02000213,Croydon 020,E09000008,Croydon,0.150 ,0.266 ,0.243 ,0.446 ,680,550,520,400
MSOA,E02000214,Croydon 021,E09000008,Croydon,0.086 ,0.175 ,0.224 ,0.351 ,1070,740,690,650
MSOA,E02000215,Croydon 022,E09000008,Croydon,0.124 ,0.215 ,0.241 ,0.356 ,860,640,620,510
MSOA,E02000216,Croydon 023,E09000008,Croydon,0.097 ,0.212 ,0.175 ,0.347 ,1140,820,810,710
MSOA,E02000217,Croydon 024,E09000008,Croydon,0.116 ,0.221 ,0.270 ,0.386 ,800,640,600,480
MSOA,E02000218,Croydon 025,E09000008,Croydon,0.104 ,0.235 ,0.242 ,0.427 ,860,680,630,540
MSOA,E02000219,Croydon 026,E09000008,Croydon,0.088 ,0.215 ,0.177 ,0.373 ,1050,760,690,660
MSOA,E02000220,Croydon 027,E09000008,Croydon,0.108 ,0.220 ,0.248 ,0.373 ,870,660,690,520
MSOA,E02000221,Croydon 028,E09000008,Croydon,0.104 ,0.206 ,0.222 ,0.394 ,800,640,590,500
MSOA,E02000222,Croydon 029,E09000008,Croydon,0.097 ,0.163 ,0.213 ,0.340 ,1110,790,780,650
MSOA,E02000223,Croydon 030,E09000008,Croydon,0.139 ,0.237 ,0.283 ,0.414 ,680,610,480,390
MSOA,E02000224,Croydon 031,E09000008,Croydon,0.074 ,0.212 ,0.213 ,0.369 ,960,720,670,590
MSOA,E02000225,Croydon 032,E09000008,Croydon,0.106 ,0.272 ,0.276 ,0.440 ,840,680,550,500
MSOA,E02000226,Croydon 033,E09000008,Croydon,0.094 ,0.179 ,0.201 ,0.278 ,1110,780,700,690
MSOA,E02000227,Croydon 034,E09000008,Croydon,0.106 ,0.154 ,0.225 ,0.317 ,930,700,660,610
MSOA,E02000228,Croydon 035,E09000008,Croydon,0.058 ,0.144 ,0.169 ,0.250 ,1280,860,770,710
MSOA,E02000229,Croydon 036,E09000008,Croydon,0.122 ,0.293 ,0.286 ,0.439 ,700,590,490,410
MSOA,E02000230,Croydon 037,E09000008,Croydon,0.074 ,0.145 ,0.165 ,0.272 ,1010,760,760,640
MSOA,E02000231,Croydon 038,E09000008,Croydon,0.108 ,0.164 ,0.194 ,0.296 ,1270,850,830,690
MSOA,E02000232,Croydon 039,E09000008,Croydon,0.095 ,0.126 ,0.247 ,0.242 ,1010,710,680,600
MSOA,E02000233,Croydon 040,E09000008,Croydon,0.057 ,0.095 ,0.164 ,0.270 ,1020,770,710,660
MSOA,E02000234,Croydon 041,E09000008,Croydon,0.070 ,0.220 ,0.210 ,0.384 ,980,750,730,640
MSOA,E02000235,Croydon 042,E09000008,Croydon,0.068 ,0.157 ,0.137 ,0.325 ,1150,790,780,700
MSOA,E02000236,Croydon 043,E09000008,Croydon,0.085 ,0.205 ,0.198 ,0.322 ,1150,780,710,680
MSOA,E02000237,Croydon 044,E09000008,Croydon,0.091 ,0.164 ,0.230 ,0.257 ,990,700,660,620
MSOA,E02006788,Croydon 045,E09000008,Croydon,0.127 ,0.234 ,0.242 ,0.404 ,830,610,580,490
MSOA,E02000238,Ealing 001,E09000009,Ealing,0.090 ,0.247 ,0.189 ,0.418 ,930,650,590,530
MSOA,E02000239,Ealing 002,E09000009,Ealing,0.092 ,0.262 ,0.190 ,0.390 ,990,680,610,560
MSOA,E02000240,Ealing 003,E09000009,Ealing,0.116 ,0.249 ,0.254 ,0.406 ,740,610,560,450
MSOA,E02000241,Ealing 004,E09000009,Ealing,0.122 ,0.268 ,0.231 ,0.374 ,930,670,610,520
MSOA,E02000242,Ealing 005,E09000009,Ealing,0.141 ,0.266 ,0.250 ,0.403 ,980,660,590,540
MSOA,E02000243,Ealing 006,E09000009,Ealing,0.084 ,0.211 ,0.174 ,0.386 ,900,690,610,520
MSOA,E02000244,Ealing 007,E09000009,Ealing,0.100 ,0.227 ,0.242 ,0.386 ,940,670,610,530
MSOA,E02000245,Ealing 008,E09000009,Ealing,0.135 ,0.233 ,0.281 ,0.412 ,670,570,500,380
MSOA,E02000246,Ealing 009,E09000009,Ealing,0.138 ,0.205 ,0.251 ,0.388 ,710,580,520,410
MSOA,E02000247,Ealing 010,E09000009,Ealing,0.145 ,0.253 ,0.291 ,0.442 ,720,610,540,420
MSOA,E02000248,Ealing 011,E09000009,Ealing,0.080 ,0.229 ,0.209 ,0.363 ,1050,710,750,570
MSOA,E02000249,Ealing 012,E09000009,Ealing,0.113 ,0.217 ,0.234 ,0.360 ,860,660,590,480
MSOA,E02000250,Ealing 013,E09000009,Ealing,0.066 ,0.109 ,0.161 ,0.230 ,1340,900,820,780
MSOA,E02000251,Ealing 014,E09000009,Ealing,0.162 ,0.256 ,0.293 ,0.439 ,930,670,570,500
MSOA,E02000252,Ealing 015,E09000009,Ealing,0.147 ,0.235 ,0.293 ,0.361 ,910,650,640,490
MSOA,E02000253,Ealing 016,E09000009,Ealing,0.124 ,0.217 ,0.246 ,0.380 ,730,590,510,430
MSOA,E02000254,Ealing 017,E09000009,Ealing,0.119 ,0.232 ,0.238 ,0.394 ,860,640,520,450
MSOA,E02000255,Ealing 018,E09000009,Ealing,0.124 ,0.180 ,0.253 ,0.324 ,1020,770,740,610
MSOA,E02000256,Ealing 019,E09000009,Ealing, ,0.161 ,0.151 ,0.322 ,1170,840,830,670
MSOA,E02000257,Ealing 020,E09000009,Ealing,0.060 ,0.159 ,0.200 ,0.303 ,1200,850,830,660
MSOA,E02000258,Ealing 021,E09000009,Ealing,0.120 ,0.170 ,0.220 ,0.346 ,960,680,660,530
MSOA,E02000259,Ealing 022,E09000009,Ealing,0.084 ,0.179 ,0.197 ,0.289 ,1210,860,810,670
MSOA,E02000260,Ealing 023,E09000009,Ealing,0.114 ,0.216 ,0.195 ,0.410 ,820,710,530,450
MSOA,E02000261,Ealing 024,E09000009,Ealing,0.089 ,0.275 ,0.218 ,0.446 ,920,720,660,500
MSOA,E02000262,Ealing 025,E09000009,Ealing,0.099 ,0.205 ,0.236 ,0.353 ,870,660,600,480
MSOA,E02000263,Ealing 026,E09000009,Ealing,0.148 ,0.240 ,0.256 ,0.390 ,770,620,480,390
MSOA,E02000264,Ealing 027,E09000009,Ealing,0.122 ,0.256 ,0.293 ,0.385 ,1080,780,780,610
MSOA,E02000265,Ealing 028,E09000009,Ealing,0.114 ,0.268 ,0.236 ,0.402 ,860,660,600,480
MSOA,E02000266,Ealing 029,E09000009,Ealing,0.144 ,0.231 ,0.261 ,0.380 ,710,640,520,400
MSOA,E02000267,Ealing 030,E09000009,Ealing,0.089 ,0.234 ,0.192 ,0.345 ,1030,690,670,580
MSOA,E02000268,Ealing 031,E09000009,Ealing,0.090 ,0.186 ,0.195 ,0.329 ,1120,760,760,630
MSOA,E02000269,Ealing 032,E09000009,Ealing,0.056 ,0.107 ,0.120 ,0.226 ,1360,890,800,720
MSOA,E02000270,Ealing 033,E09000009,Ealing,0.119 ,0.273 ,0.247 ,0.426 ,720,610,540,400
MSOA,E02000271,Ealing 034,E09000009,Ealing, ,0.138 ,0.113 ,0.246 ,1360,900,830,730
MSOA,E02000272,Ealing 035,E09000009,Ealing,0.090 ,0.118 ,0.213 ,0.201 ,1180,810,710,660
MSOA,E02000274,Ealing 037,E09000009,Ealing,0.150 ,0.244 ,0.252 ,0.377 ,770,580,490,390
MSOA,E02000275,Ealing 038,E09000009,Ealing,0.107 ,0.228 ,0.195 ,0.352 ,800,640,540,430
MSOA,E02000276,Ealing 039,E09000009,Ealing,0.041 ,0.164 ,0.127 ,0.336 ,1210,840,740,660
MSOA,E02006791,Ealing 040,E09000009,Ealing,0.110 ,0.204 ,0.213 ,0.327 ,1140,820,750,640
MSOA,E02000277,Enfield 001,E09000010,Enfield,0.180 ,0.264 ,0.290 ,0.439 ,780,620,570,480
MSOA,E02000278,Enfield 002,E09000010,Enfield,0.148 ,0.263 ,0.290 ,0.423 ,680,580,510,410
MSOA,E02000279,Enfield 003,E09000010,Enfield,0.149 ,0.265 ,0.302 ,0.431 ,700,580,550,420
MSOA,E02000280,Enfield 004,E09000010,Enfield,0.099 ,0.228 ,0.274 ,0.407 ,890,680,640,550
MSOA,E02000281,Enfield 005,E09000010,Enfield,0.141 ,0.249 ,0.298 ,0.399 ,780,640,590,480
MSOA,E02000282,Enfield 006,E09000010,Enfield,0.129 ,0.281 ,0.322 ,0.404 ,610,520,500,370
MSOA,E02000283,Enfield 007,E09000010,Enfield,0.172 ,0.274 ,0.328 ,0.442 ,750,600,520,430
MSOA,E02000284,Enfield 008,E09000010,Enfield,0.068 ,0.221 ,0.204 ,0.414 ,960,730,670,580
MSOA,E02000285,Enfield 009,E09000010,Enfield,0.148 ,0.201 ,0.281 ,0.327 ,1100,770,660,630
MSOA,E02000286,Enfield 010,E09000010,Enfield,0.086 ,0.147 ,0.217 ,0.288 ,1030,760,780,620
MSOA,E02000287,Enfield 011,E09000010,Enfield,0.088 ,0.226 ,0.238 ,0.383 ,1040,800,830,600
MSOA,E02000288,Enfield 012,E09000010,Enfield,0.145 ,0.242 ,0.282 ,0.411 ,670,550,510,390
MSOA,E02000289,Enfield 013,E09000010,Enfield,0.092 ,0.206 ,0.215 ,0.321 ,1070,730,730,630
MSOA,E02000290,Enfield 014,E09000010,Enfield,0.146 ,0.312 ,0.313 ,0.427 ,580,500,470,350
MSOA,E02000291,Enfield 015,E09000010,Enfield,0.141 ,0.255 ,0.246 ,0.416 ,780,640,630,490
MSOA,E02000292,Enfield 016,E09000010,Enfield,0.118 ,0.237 ,0.247 ,0.367 ,880,660,590,520
MSOA,E02000293,Enfield 017,E09000010,Enfield,0.041 ,0.138 ,0.140 ,0.270 ,1180,960,880,720
MSOA,E02000294,Enfield 018,E09000010,Enfield,0.152 ,0.252 ,0.294 ,0.408 ,720,580,510,420
MSOA,E02000295,Enfield 019,E09000010,Enfield,0.098 ,0.187 ,0.199 ,0.315 ,960,740,710,570
MSOA,E02000296,Enfield 020,E09000010,Enfield,0.101 ,0.183 ,0.251 ,0.376 ,900,700,680,530
MSOA,E02000297,Enfield 021,E09000010,Enfield,0.124 ,0.174 ,0.229 ,0.335 ,1050,780,690,620
MSOA,E02000298,Enfield 022,E09000010,Enfield,0.043 ,0.146 ,0.172 ,0.317 ,1150,820,780,660
MSOA,E02000299,Enfield 023,E09000010,Enfield,0.125 ,0.246 ,0.261 ,0.414 ,700,590,510,400
MSOA,E02000300,Enfield 024,E09000010,Enfield,0.138 ,0.248 ,0.292 ,0.442 ,790,590,550,450
MSOA,E02000301,Enfield 025,E09000010,Enfield,0.131 ,0.275 ,0.291 ,0.451 ,630,550,490,380
MSOA,E02000302,Enfield 026,E09000010,Enfield,0.107 ,0.261 ,0.197 ,0.435 ,830,660,580,500
MSOA,E02000303,Enfield 027,E09000010,Enfield,0.160 ,0.285 ,0.315 ,0.418 ,680,580,510,400
MSOA,E02000304,Enfield 028,E09000010,Enfield,0.081 ,0.165 ,0.157 ,0.295 ,1190,850,830,690
MSOA,E02000305,Enfield 029,E09000010,Enfield,0.069 ,0.166 ,0.181 ,0.322 ,1010,770,700,580
MSOA,E02000306,Enfield 030,E09000010,Enfield,0.188 ,0.316 ,0.330 ,0.485 ,550,510,450,330
MSOA,E02000307,Enfield 031,E09000010,Enfield,0.154 ,0.258 ,0.303 ,0.412 ,820,610,540,460
MSOA,E02000308,Enfield 032,E09000010,Enfield,0.111 ,0.216 ,0.247 ,0.342 ,960,700,650,540
MSOA,E02000309,Enfield 033,E09000010,Enfield,0.144 ,0.256 ,0.274 ,0.413 ,690,560,520,400
MSOA,E02000311,Enfield 035,E09000010,Enfield,0.120 ,0.277 ,0.251 ,0.391 ,810,640,570,460
MSOA,E02000312,Enfield 036,E09000010,Enfield,0.070 ,0.213 ,0.189 ,0.348 ,1000,720,680,530
MSOA,E02006793,Enfield 037,E09000010,Enfield,0.142 ,0.332 ,0.291 ,0.496 ,620,540,500,360
MSOA,E02000313,Greenwich 001,E09000011,Greenwich,0.167 ,0.269 ,0.387 ,0.455 ,690,560,530,400
MSOA,E02000314,Greenwich 002,E09000011,Greenwich,0.169 ,0.298 ,0.329 ,0.456 ,680,560,530,420
MSOA,E02000315,Greenwich 003,E09000011,Greenwich,0.172 ,0.289 ,0.298 ,0.414 ,700,570,510,410
MSOA,E02000316,Greenwich 004,E09000011,Greenwich,0.166 ,0.223 ,0.285 ,0.425 ,800,620,580,420
MSOA,E02000317,Greenwich 005,E09000011,Greenwich,0.144 ,0.258 ,0.278 ,0.401 ,700,590,540,400
MSOA,E02000318,Greenwich 006,E09000011,Greenwich,0.153 ,0.243 ,0.288 ,0.407 ,710,550,500,390
MSOA,E02000319,Greenwich 007,E09000011,Greenwich,0.123 ,0.243 ,0.281 ,0.405 ,710,590,550,420
MSOA,E02000320,Greenwich 008,E09000011,Greenwich,0.158 ,0.285 ,0.344 ,0.450 ,790,600,560,470
MSOA,E02000321,Greenwich 009,E09000011,Greenwich,0.164 ,0.252 ,0.306 ,0.392 ,700,580,520,390
MSOA,E02000323,Greenwich 011,E09000011,Greenwich,0.150 ,0.265 ,0.304 ,0.420 ,620,530,480,350
MSOA,E02000324,Greenwich 012,E09000011,Greenwich,0.130 ,0.294 ,0.268 ,0.448 ,750,610,540,440
MSOA,E02000326,Greenwich 014,E09000011,Greenwich,0.127 ,0.220 ,0.253 ,0.387 ,940,680,640,520
MSOA,E02000327,Greenwich 015,E09000011,Greenwich,0.123 ,0.266 ,0.291 ,0.402 ,760,600,510,390
MSOA,E02000328,Greenwich 016,E09000011,Greenwich,0.050 ,0.193 ,0.200 ,0.284 ,1030,740,730,590
MSOA,E02000329,Greenwich 017,E09000011,Greenwich,0.119 ,0.241 ,0.246 ,0.382 ,830,600,570,510
MSOA,E02000331,Greenwich 019,E09000011,Greenwich,0.130 ,0.250 ,0.267 ,0.430 ,790,600,560,440
MSOA,E02000332,Greenwich 020,E09000011,Greenwich,0.136 ,0.214 ,0.257 ,0.354 ,990,720,670,620
MSOA,E02000333,Greenwich 021,E09000011,Greenwich,0.089 ,0.261 ,0.210 ,0.391 ,1200,850,820,710
MSOA,E02000334,Greenwich 022,E09000011,Greenwich,0.084 ,0.231 ,0.224 ,0.377 ,880,650,620,530
MSOA,E02000335,Greenwich 023,E09000011,Greenwich,0.066 ,0.176 ,0.183 ,0.314 ,1010,720,650,640
MSOA,E02000337,Greenwich 025,E09000011,Greenwich,0.127 ,0.229 ,0.245 ,0.352 ,830,640,570,510
MSOA,E02000339,Greenwich 027,E09000011,Greenwich,0.070 ,0.144 ,0.250 ,0.299 ,1040,710,680,620
MSOA,E02000340,Greenwich 028,E09000011,Greenwich,0.122 ,0.220 ,0.237 ,0.398 ,910,660,670,570
MSOA,E02000341,Greenwich 029,E09000011,Greenwich,0.142 ,0.267 ,0.293 ,0.426 ,710,600,540,440
MSOA,E02000342,Greenwich 030,E09000011,Greenwich,0.121 ,0.260 ,0.274 ,0.403 ,820,660,610,460
MSOA,E02000343,Greenwich 031,E09000011,Greenwich,0.127 ,0.200 ,0.278 ,0.368 ,810,630,580,520
MSOA,E02000344,Greenwich 032,E09000011,Greenwich,0.082 ,0.239 ,0.228 ,0.426 ,1000,710,630,600
MSOA,E02006786,Greenwich 033,E09000011,Greenwich,0.126 ,0.266 ,0.276 ,0.390 ,790,620,560,470
MSOA,E02006927,Greenwich 034,E09000011,Greenwich,0.106 ,0.242 ,0.219 ,0.352 ,930,710,680,570
MSOA,E02006928,Greenwich 035,E09000011,Greenwich,0.136 ,0.241 ,0.288 ,0.390 ,900,710,700,470
MSOA,E02006929,Greenwich 036,E09000011,Greenwich,0.106 ,0.220 ,0.227 ,0.367 ,920,700,620,470
MSOA,E02006930,Greenwich 037,E09000011,Greenwich,0.046 ,0.188 ,0.133 ,0.315 ,1160,750,730,600
MSOA,E02006931,Greenwich 038,E09000011,Greenwich,0.092 ,0.260 ,0.223 ,0.397 ,990,720,680,540
MSOA,E02000345,Hackney 001,E09000012,Hackney,0.124 ,0.226 ,0.221 ,0.365 ,770,720,550,450
MSOA,E02000346,Hackney 002,E09000012,Hackney,0.225 ,0.352 ,0.343 ,0.485 ,740,580,570,390
MSOA,E02000347,Hackney 003,E09000012,Hackney,0.145 ,0.225 ,0.255 ,0.382 ,770,710,580,450
MSOA,E02000348,Hackney 004,E09000012,Hackney,0.133 ,0.283 ,0.258 ,0.452 ,720,680,520,400
MSOA,E02000350,Hackney 006,E09000012,Hackney,0.088 ,0.204 ,0.204 ,0.344 ,930,720,640,490
MSOA,E02000351,Hackney 007,E09000012,Hackney,0.110 ,0.265 ,0.214 ,0.374 ,1020,720,690,500
MSOA,E02000352,Hackney 008,E09000012,Hackney,0.083 ,0.228 ,0.221 ,0.434 ,900,720,630,490
MSOA,E02000353,Hackney 009,E09000012,Hackney,0.081 ,0.202 ,0.216 ,0.303 ,1150,800,730,580
MSOA,E02000354,Hackney 010,E09000012,Hackney,0.111 ,0.258 ,0.252 ,0.405 ,720,590,530,390
MSOA,E02000355,Hackney 011,E09000012,Hackney,0.060 ,0.170 ,0.162 ,0.311 ,940,680,640,490
MSOA,E02000356,Hackney 012,E09000012,Hackney,0.075 ,0.117 ,0.203 ,0.229 ,1140,810,740,580
MSOA,E02000357,Hackney 013,E09000012,Hackney,0.163 ,0.281 ,0.281 ,0.457 ,570,530,440,320
MSOA,E02000358,Hackney 014,E09000012,Hackney,0.131 ,0.275 ,0.236 ,0.434 ,850,670,600,440
MSOA,E02000359,Hackney 015,E09000012,Hackney,0.125 ,0.221 ,0.301 ,0.396 ,870,650,570,460
MSOA,E02000360,Hackney 016,E09000012,Hackney,0.144 ,0.285 ,0.288 ,0.443 ,690,590,510,370
MSOA,E02000361,Hackney 017,E09000012,Hackney,0.195 ,0.279 ,0.314 ,0.400 ,880,640,600,430
MSOA,E02000362,Hackney 018,E09000012,Hackney,0.164 ,0.304 ,0.256 ,0.486 ,720,580,520,380
MSOA,E02000363,Hackney 019,E09000012,Hackney,0.148 ,0.266 ,0.287 ,0.435 ,620,580,490,350
MSOA,E02000364,Hackney 020,E09000012,Hackney,0.106 ,0.199 ,0.226 ,0.328 ,940,690,650,500
MSOA,E02000365,Hackney 021,E09000012,Hackney,0.136 ,0.259 ,0.243 ,0.400 ,930,690,700,510
MSOA,E02000366,Hackney 022,E09000012,Hackney,0.161 ,0.268 ,0.329 ,0.410 ,780,610,550,410
MSOA,E02000367,Hackney 023,E09000012,Hackney,0.147 ,0.285 ,0.266 ,0.430 ,960,720,650,480
MSOA,E02000368,Hackney 024,E09000012,Hackney,0.103 ,0.262 ,0.248 ,0.448 ,700,600,520,370
MSOA,E02000369,Hackney 025,E09000012,Hackney,0.148 ,0.321 ,0.301 ,0.534 ,770,650,570,410
MSOA,E02000370,Hackney 026,E09000012,Hackney,0.128 ,0.240 ,0.299 ,0.463 ,800,660,610,430
MSOA,E02000371,Hackney 027,E09000012,Hackney,0.176 ,0.319 ,0.287 ,0.416 ,900,700,670,470
MSOA,E02006918,Hackney 028,E09000012,Hackney,0.148 ,0.254 ,0.315 ,0.413 ,660,580,500,360
MSOA,E02006921,Hackney 029,E09000012,Hackney,0.145 ,0.276 ,0.293 ,0.419 ,650,600,510,380
MSOA,E02000372,Hammersmith and Fulham 001,E09000013,Hammersmith and Fulham,0.128 ,0.218 ,0.259 ,0.355 ,810,600,580,450
MSOA,E02000373,Hammersmith and Fulham 002,E09000013,Hammersmith and Fulham,0.113 ,0.268 ,0.223 ,0.429 ,660,570,500,360
MSOA,E02000374,Hammersmith and Fulham 003,E09000013,Hammersmith and Fulham,0.090 ,0.308 ,0.202 ,0.417 ,930,680,700,530
MSOA,E02000375,Hammersmith and Fulham 004,E09000013,Hammersmith and Fulham,0.100 ,0.260 ,0.215 ,0.380 ,840,630,620,460
MSOA,E02000376,Hammersmith and Fulham 005,E09000013,Hammersmith and Fulham,0.107 ,0.295 ,0.258 ,0.468 ,920,690,650,480
MSOA,E02000377,Hammersmith and Fulham 006,E09000013,Hammersmith and Fulham,0.079 ,0.201 ,0.183 ,0.361 ,870,650,620,450
MSOA,E02000378,Hammersmith and Fulham 007,E09000013,Hammersmith and Fulham,0.068 ,0.192 ,0.242 ,0.374 ,1060,760,750,560
MSOA,E02000379,Hammersmith and Fulham 008,E09000013,Hammersmith and Fulham,0.118 ,0.176 ,0.227 ,0.331 ,1050,760,780,610
MSOA,E02000380,Hammersmith and Fulham 009,E09000013,Hammersmith and Fulham,0.039 ,0.206 ,0.160 ,0.364 ,1150,760,750,580
MSOA,E02000381,Hammersmith and Fulham 010,E09000013,Hammersmith and Fulham,0.048 ,0.223 ,0.162 ,0.340 ,1170,850,820,630
MSOA,E02000382,Hammersmith and Fulham 011,E09000013,Hammersmith and Fulham,0.085 ,0.162 ,0.202 ,0.269 ,1070,750,760,570
MSOA,E02000383,Hammersmith and Fulham 012,E09000013,Hammersmith and Fulham,0.151 ,0.313 ,0.310 ,0.509 ,1020,770,790,590
MSOA,E02000384,Hammersmith and Fulham 013,E09000013,Hammersmith and Fulham,0.122 ,0.222 ,0.230 ,0.373 ,890,680,670,490
MSOA,E02000385,Hammersmith and Fulham 014,E09000013,Hammersmith and Fulham, ,0.185 ,0.281 ,0.389 ,1290,870,860,660
MSOA,E02000386,Hammersmith and Fulham 015,E09000013,Hammersmith and Fulham,0.084 ,0.261 ,0.235 ,0.444 ,830,680,630,450
MSOA,E02000387,Hammersmith and Fulham 016,E09000013,Hammersmith and Fulham,0.118 ,0.225 ,0.286 ,0.411 ,1000,730,690,510
MSOA,E02000388,Hammersmith and Fulham 017,E09000013,Hammersmith and Fulham,0.085 ,0.191 ,0.203 ,0.371 ,1030,750,710,550
MSOA,E02000389,Hammersmith and Fulham 018,E09000013,Hammersmith and Fulham,0.108 ,0.144 ,0.236 ,0.244 ,1240,850,840,690
MSOA,E02000390,Hammersmith and Fulham 019,E09000013,Hammersmith and Fulham,0.077 ,0.221 ,0.250 ,0.389 ,1010,700,720,550
MSOA,E02000391,Hammersmith and Fulham 020,E09000013,Hammersmith and Fulham,0.123 ,0.258 ,0.260 ,0.530 ,1170,790,810,650
MSOA,E02000392,Hammersmith and Fulham 021,E09000013,Hammersmith and Fulham,0.135 ,0.257 ,0.298 ,0.371 ,1170,790,820,610
MSOA,E02000393,Hammersmith and Fulham 022,E09000013,Hammersmith and Fulham,0.125 , ,0.278 , ,1470,1110,990,870
MSOA,E02000394,Hammersmith and Fulham 023,E09000013,Hammersmith and Fulham,0.137 ,0.278 ,0.297 ,0.470 ,960,750,830,540
MSOA,E02000395,Hammersmith and Fulham 024,E09000013,Hammersmith and Fulham, , ,0.132 , ,1400,1160,980,870
MSOA,E02000396,Hammersmith and Fulham 025,E09000013,Hammersmith and Fulham,0.139 ,0.262 ,0.306 ,0.397 ,1130,830,860,630
MSOA,E02000397,Haringey 001,E09000014,Haringey,0.130 ,0.216 ,0.261 ,0.351 ,800,640,590,460
